PDB,CHAIN,SP_PRIMARY
8vov,B,P55072
8vov,C,P55072
8vov,D,P55072
8vov,E,P55072
8vov,F,P55072
8vp4,A,P42575
8vp4,B,P42575
8vpn,A,J3QSS1
8vpn,B,J3QSS1
8vpp,A,J3QSS1
8vpp,B,J3QSS1
8vpq,A,Q9NVX7
8vpq,B,Q9NVX7
8vpq,C,Q13547
8vpq,D,Q9UKL0
8vq3,A,P24941
8vq3,B,P24864
8vq4,A,P24941
8vq4,B,P24864
8vq5,A,P00918
8vq6,A,P00918
8vq7,A,P00918
8vqd,A,P04626
8vqe,A,P04626
8vqe,B,P04626
8vqp,A,Q504T8
8vqr,A,Q9BYF1
8vqr,B,Q9BYF1
8vqy,A,P47870
8vqy,B,P14867
8vqy,C,P47870
8vqy,D,P14867
8vqy,E,P18507
8vr9,A,P04439
8vr9,B,P61769
8vr9,C,P01116
8vra,A,P04439
8vra,B,P61769
8vra,C,P01116
8vrb,A,A0A3G8GE10
8vrb,B,P61769
8vrb,C,P01116
8vrd,A,Q9BSJ2
8vrd,B,Q96CW5
8vrd,C,Q9BSJ2
8vrd,D,Q96CW5
8vrd,E,Q9BSJ2
8vrd,F,Q96CW5
8vrd,G,Q9BSJ2
8vrd,H,Q96CW5
8vrd,I,Q9UGJ1
8vrd,J,Q96RT8
8vrd,K,Q9UGJ1
8vrd,L,Q96RT7
8vrd,M,Q9BSJ2
8vrd,N,Q96CW5
8vrd,O,Q96CW5
8vrd,P,Q96RT7
8vrd,Q,Q08AG7
8vrd,R,Q08AG7
8vrd,S,P60709
8vrd,T,Q96RT7
8vrd,a,P23258
8vrd,b,P23258
8vrd,c,P23258
8vrd,d,P23258
8vrd,e,P23258
8vrd,f,P23258
8vrd,g,P23258
8vrd,h,P23258
8vrd,i,P23258
8vrd,j,P23258
8vrd,k,P23258
8vrd,l,P23258
8vrd,m,P23258
8vrd,n,P23258
8vre,A,P32322
8vre,B,P32322
8vre,C,P32322
8vre,D,P32322
8vre,E,P32322
8vrj,1,P68363
8vrj,2,Q13509
8vrj,3,Q96RT7
8vrj,5,Q96CW5
8vrj,6,Q96RT7
8vrj,7,Q08AG7
8vrj,8,Q08AG7
8vrj,9,P60709
8vrj,A,Q9BSJ2
8vrj,B,Q96CW5
8vrj,C,Q9BSJ2
8vrj,D,Q96CW5
8vrj,E,Q9BSJ2
8vrj,F,Q96CW5
8vrj,G,Q9BSJ2
8vrj,H,Q96CW5
8vrj,I,Q9UGJ1
8vrj,J,Q96RT8
8vrj,K,Q9UGJ1
8vrj,L,Q96RT7
8vrj,M,Q9BSJ2
8vrj,N,Q96CW5
8vrj,O,P68363
8vrj,P,P68363
8vrj,Q,P68363
8vrj,R,P68363
8vrj,S,P68363
8vrj,T,P68363
8vrj,U,P68363
8vrj,V,P68363
8vrj,W,P68363
8vrj,X,P68363
8vrj,Y,P68363
8vrj,Z,P68363
8vrj,a,P23258
8vrj,b,P23258
8vrj,c,P23258
8vrj,d,P23258
8vrj,e,P23258
8vrj,f,P23258
8vrj,g,P23258
8vrj,h,P23258
8vrj,i,P23258
8vrj,j,P23258
8vrj,k,P23258
8vrj,l,P23258
8vrj,m,P23258
8vrj,n,P23258
8vrj,o,Q13509
8vrj,p,Q13509
8vrj,q,Q13509
8vrj,r,Q13509
8vrj,s,Q13509
8vrj,t,Q13509
8vrj,u,Q13509
8vrj,v,Q13509
8vrj,w,Q13509
8vrj,x,Q13509
8vrj,y,Q13509
8vrj,z,Q13509
8vrk,1,P68363
8vrk,2,Q13509
8vrk,3,Q96RT7
8vrk,5,Q96CW5
8vrk,6,Q96RT7
8vrk,7,Q08AG7
8vrk,8,Q08AG7
8vrk,9,P60709
8vrk,A,Q9BSJ2
8vrk,B,Q96CW5
8vrk,C,Q9BSJ2
8vrk,D,Q96CW5
8vrk,E,Q9BSJ2
8vrk,F,Q96CW5
8vrk,G,Q9BSJ2
8vrk,H,Q96CW5
8vrk,I,Q9UGJ1
8vrk,J,Q96RT8
8vrk,K,Q9UGJ1
8vrk,L,Q96RT7
8vrk,M,Q9BSJ2
8vrk,N,Q96CW5
8vrk,O,P68363
8vrk,P,P68363
8vrk,Q,P68363
8vrk,R,P68363
8vrk,S,P68363
8vrk,T,P68363
8vrk,U,P68363
8vrk,V,P68363
8vrk,W,P68363
8vrk,X,P68363
8vrk,Y,P68363
8vrk,Z,P68363
8vrk,a,P23258
8vrk,b,P23258
8vrk,c,P23258
8vrk,d,P23258
8vrk,e,P23258
8vrk,f,P23258
8vrk,g,P23258
8vrk,h,P23258
8vrk,i,P23258
8vrk,j,P23258
8vrk,k,P23258
8vrk,l,P23258
8vrk,m,P23258
8vrk,n,P23258
8vrk,o,Q13509
8vrk,p,Q13509
8vrk,q,Q13509
8vrk,r,Q13509
8vrk,s,Q13509
8vrk,t,Q13509
8vrk,u,Q13509
8vrk,v,Q13509
8vrk,w,Q13509
8vrk,x,Q13509
8vrk,y,Q13509
8vrk,z,Q13509
8vrn,A,P47870
8vrn,B,P14867
8vrn,C,P47870
8vrn,D,P14867
8vrn,E,P18507
8vrt,A,Q9NVX7
8vrt,B,Q9NVX7
8vrt,C,Q13547
8vrt,D,Q9UKL0
8vrw,A,P01903
8vrw,B,P01911
8vrw,C,P04233
8vrw,D,P01903
8vrw,E,P01911
8vrw,F,P04233
8vrw,G,P01903
8vrw,H,P01911
8vrw,I,P04233
8vs0,A,P53779
8vs6,A,P06756
8vs6,B,P26012
8vs6,E,P10600
8vsb,A,P10600
8vsb,B,P10600
8vsb,I,Q14392
8vsc,A,P01137
8vsc,B,P01137
8vsc,I,Q14392
8vsd,A,P06756
8vsd,B,P26012
8vsd,E,P01137
8vsd,F,P01137
8vsd,I,Q14392
8vse,A,P08575
8vse,B,P08575
8vsj,A,P01903
8vsj,B,D7RIG0
8vsj,P,P04233
8vsl,A,P31947
8vsl,P,P10398
8vsm,A,P31947
8vsm,P,P10398
8vsn,A,P31947
8vsn,P,P10398
8vso,B,P31947
8vso,P,P15056
8vsp,A,P01909
8vsp,B,P01920
8vsp,C,P04233
8vsp,D,P01909
8vsp,E,P01920
8vsp,F,P04233
8vsp,G,P01909
8vsp,H,P01920
8vsp,I,P04233
8vsu,A,Q9Y376
8vsu,B,Q7RTN6
8vsu,C,Q15831
8vsz,A,O00591
8vsz,B,O00591
8vsz,C,O00591
8vsz,D,O00591
8vsz,E,O00591
8vt4,A,P33527
8vt4,B,P33527
8vt7,A,Q13509
8vt7,B,P68363
8vt7,F,Q13509
8vt7,J,P68363
8vtd,C,Q495A1
8vte,E,Q495A1
8vte,F,Q495A1
8vtf,A,P53779
8vti,A,Q9HAR2
8vti,B,Q9HAR2
8vtq,A,P48775
8vtq,B,P48775
8vtq,C,P48775
8vtq,D,P48775
8vud,A,Q8IUX4
8vud,B,Q8IUX4
8vug,A,P48775
8vug,B,P48775
8vug,C,P48775
8vug,D,P48775
8vuh,A,Q05586
8vuh,B,Q12879
8vuh,C,Q05586
8vuh,D,Q12879
8vui,D,P19235
8vuj,A,Q05586
8vuj,B,Q12879
8vuj,C,Q05586
8vuj,D,Q12879
8vul,A,Q05586
8vul,B,Q12879
8vun,A,Q05586
8vun,B,Q12879
8vun,C,Q05586
8vun,D,Q12879
8vuq,A,Q05586
8vuq,B,Q12879
8vur,A,Q05586
8vur,B,Q12879
8vur,C,Q05586
8vur,D,Q12879
8vus,A,Q05586
8vus,B,Q12879
8vus,C,Q05586
8vus,D,Q12879
8vut,A,Q05586
8vut,B,Q12879
8vut,C,Q05586
8vut,D,Q12879
8vuu,A,Q05586
8vuu,B,Q13224
8vuu,C,Q05586
8vuu,D,Q13224
8vuv,A,Q05586
8vuv,B,Q13224
8vux,A,P33527
8vux,B,P33527
8vv0,A,O00591
8vv0,B,O00591
8vv0,C,O00591
8vv0,D,O00591
8vv0,E,O00591
8vv1,A,P03372
8vv1,B,P03372
8vv8,A,Q96KQ7
8vv8,B,Q96KQ7
8vvc,A,P33527
8vve,A,P41145
8vve,B,P63096
8vve,C,P62873
8vve,D,P59768
8vvf,A,P41145
8vvf,B,P63096
8vvf,C,P62873
8vvf,D,P59768
8vvg,A,P41145
8vvg,B,P63096
8vvg,C,P62873
8vvg,D,P59768
8vvm,I,P19235
8vvo,I,P19235
8vvx,A,P41181
8vvx,B,P41181
8vvx,X,P41181
8vvx,Y,P41181
8vvy,A,Q13616
8vvy,C,O75155
8vw4,A,Q13191
8vw4,B,Q13191
8vw5,A,Q13191
8vw5,B,Q13191
8vwo,A,Q16186
8vws,A,Q71DI3
8vws,B,P62805
8vws,C,P0C0S8
8vws,D,P62807
8vws,E,Q71DI3
8vws,F,P62805
8vws,G,P0C0S8
8vws,H,P62807
8vwt,A,Q71DI3
8vwt,B,P62805
8vwt,C,P0C0S8
8vwt,D,P62807
8vwt,E,Q71DI3
8vwt,F,P62805
8vwt,G,P0C0S8
8vwt,H,P62807
8vwt,K,O15527
8vwu,A,Q71DI3
8vwu,B,P62805
8vwu,C,P0C0S8
8vwu,D,P62807
8vwu,E,Q71DI3
8vwu,F,P62805
8vwu,G,P0C0S8
8vwu,H,P62807
8vwv,A,Q71DI3
8vwv,B,P62805
8vwv,C,P0C0S8
8vwv,D,P62807
8vwv,E,Q71DI3
8vwv,F,P62805
8vwv,G,P0C0S8
8vwv,H,P62807
8vwv,K,O15527
8vwx,A,P10415
8vwx,A,Q07817
8vwz,A,P10415
8vwz,A,Q07817
8vx0,A,P11712
8vx4,A,O15527
8vx6,K,O15527
8vxd,A,P48730
8vxd,B,P48730
8vxe,A,Q16539
8vxf,A,P48730
8vxf,B,P48730
8vxj,C,P02647
8vxj,D,P02647
8vxm,A,P10415
8vxm,A,Q07817
8vxn,A,P10415
8vxn,A,Q07817
8vy3,A,P49642
8vy3,B,P49643
8vy3,C,P09884
8vy3,D,Q14181
8vy4,C,P07766
8vy5,A,Q9UBE0
8vy5,B,Q9UBE0
8vy7,A,P63096
8vy7,B,P62873
8vy7,C,P59768
8vy7,R,Q9NYV8
8vy9,A,A8MTJ3
8vy9,B,P62873
8vy9,C,P59768
8vy9,R,Q9NYV8
8vyb,A,Q15042
8vyb,B,Q9H2M9
8vyh,A,P09874
8vyh,B,P09874
8vyj,A,Q14524
8vyk,A,Q14524
8vyl,A,P69905
8vyl,B,P68871
8vyl,C,P69905
8vyl,D,P68871
8vyo,A,P15056
8vyo,B,P63104
8vyo,C,P63104
8vyp,A,P63104
8vyp,B,P63104
8vyp,C,P15056
8vyq,A,P63104
8vyq,B,P63104
8vyq,C,P15056
8vyr,A,P15056
8vyr,B,P63104
8vyr,C,P63104
8vys,A,P15056
8vys,B,P63104
8vys,C,P63104
8vyt,A,P03372
8vyt,B,P03372
8vyt,C,P03372
8vyt,D,P03372
8vyu,A,P15056
8vyu,B,P63104
8vyu,C,P63104
8vyv,A,P63104
8vyv,B,P63104
8vyv,C,P15056
8vyw,A,P63104
8vyw,B,P63104
8vyw,C,P15056
8vyx,A,P03372
8vyx,B,P03372
8vyx,C,P03372
8vyx,D,P03372
8vz0,A,P03372
8vz0,B,P03372
8vz0,C,P03372
8vz0,D,P03372
8vz1,A,P03372
8vz1,B,P03372
8vz1,C,P03372
8vz1,D,P03372
8vz3,A,Q13526
8vz5,A,Q13526
8vz7,A,P11712
8vzg,A,P00918
8vzl,A,P18858
8vzm,A,P18858
8vzp,A,P03372
8vzp,B,P03372
8vzp,C,P03372
8vzp,D,P03372
8vzq,A,P03372
8vzq,B,P03372
8vzq,C,P03372
8vzq,D,P03372
8vzv,AAA,P48775
8vzv,BBB,P48775
8vzv,CCC,P48775
8vzv,DDD,P48775
8vzx,A,P50120
8vzx,B,P50120
8vzx,C,P50120
8vzx,D,P50120
8vzy,A,P50120
8vzy,B,P50120
8vzz,A,P50120
8vzz,B,P50120
8w00,A,P50120
8w00,B,P50120
8w02,A,P50120
8w02,B,P50120
8w03,A,P03372
8w03,B,P03372
8w03,C,P03372
8w03,D,P03372
8w07,A,P03372
8w07,B,P03372
8w07,C,P03372
8w07,D,P03372
8w0a,A,O75417
8w0a,C,O75417
8w0e,2,P49736
8w0e,3,P25205
8w0e,4,P33991
8w0e,5,P33992
8w0e,6,Q14566
8w0e,7,P33993
8w0f,2,P49736
8w0f,3,P25205
8w0f,4,P33991
8w0f,5,P33992
8w0f,6,Q14566
8w0f,7,P33993
8w0f,A,P49736
8w0f,B,P25205
8w0f,C,P33991
8w0f,D,P33992
8w0f,E,Q14566
8w0f,F,P33993
8w0g,2,P49736
8w0g,3,P25205
8w0g,4,P33991
8w0g,5,P33992
8w0g,6,Q14566
8w0g,7,P33993
8w0g,A,P49736
8w0g,B,P25205
8w0g,C,P33991
8w0g,D,P33992
8w0g,E,Q14566
8w0g,F,P33993
8w0i,2,P49736
8w0i,3,P25205
8w0i,4,P33991
8w0i,5,P33992
8w0i,6,Q14566
8w0i,7,P33993
8w0r,A,Q15125
8w0r,B,Q15125
8w0s,A,Q15125
8w0s,B,Q15125
8w0t,A,P28330
8w0t,B,P28330
8w0t,C,P28330
8w0t,D,P28330
8w0u,A,P28330
8w0u,B,P28330
8w0u,C,P28330
8w0u,D,P28330
8w0z,A,P28330
8w0z,B,P28330
8w0z,C,P28330
8w0z,D,P28330
8w0z,E,P28330
8w0z,F,P28330
8w0z,G,P28330
8w0z,H,P28330
8w11,A,Q13526
8w11,B,Q13526
8w13,A,Q9H7Z6
8w15,B,P23610
8w18,A,P09871
8w18,B,P09871
8w18,I,P05155
8w1h,A,P48775
8w1h,B,P48775
8w1h,C,P48775
8w1h,D,P48775
8w1l,A,P07333
8w1n,A,P02766
8w1n,B,P02766
8w1v,A,P07550
8w1v,B,P07550
8w23,A,Q9H2K2
8w23,B,Q9H2K2
8w23,C,Q9H2K2
8w23,D,Q9H2K2
8w23,E,Q9H2K2
8w23,F,Q9H2K2
8w23,G,Q9H2K2
8w23,H,Q9H2K2
8w23,I,Q9H2K2
8w23,K,Q9H2K2
8w23,L,Q9H2K2
8w23,M,Q9H2K2
8w23,N,Q9H2K2
8w23,O,Q9H2K2
8w23,P,Q9H2K2
8w23,Q,Q9H2K2
8w23,R,Q9H2K2
8w23,S,Q9H2K2
8w23,T,Q9H2K2
8w23,U,Q9H2K2
8w25,D,Q9H2K2
8w25,Q,Q9H2K2
8w27,A,Q9H2K2
8w27,B,Q9H2K2
8w27,C,Q9H2K2
8w27,D,Q9H2K2
8w27,E,Q9H2K2
8w27,F,Q9H2K2
8w27,G,Q9H2K2
8w27,H,Q9H2K2
8w27,I,Q9H2K2
8w27,J,Q9H2K2
8w27,L,Q9H2K2
8w27,M,Q9H2K2
8w27,N,Q9H2K2
8w27,O,Q9H2K2
8w27,P,Q9H2K2
8w27,Q,Q9H2K2
8w27,R,Q9H2K2
8w27,S,Q9H2K2
8w27,T,Q9H2K2
8w27,U,Q9H2K2
8w28,D,Q9H2K2
8w28,Q,Q9H2K2
8w2g,A,P17858
8w2g,B,P17858
8w2g,C,P17858
8w2g,D,P17858
8w2h,A,P17858
8w2h,B,P17858
8w2h,C,P17858
8w2h,D,P17858
8w2i,A,P17858
8w2i,B,P17858
8w2i,C,P17858
8w2i,D,P17858
8w2i,E,P17858
8w2i,F,P17858
8w2i,G,P17858
8w2i,H,P17858
8w2j,A,P17858
8w2j,B,P17858
8w2j,C,P17858
8w2j,D,P17858
8w2j,E,P17858
8w2j,F,P17858
8w2j,G,P17858
8w2j,H,P17858
8w2k,A,P48775
8w2k,B,P48775
8w2k,C,P48775
8w2k,D,P48775
8w2t,D,Q9H2K2
8w2t,Q,Q9H2K2
8w2u,A,Q9H2K2
8w2u,B,Q9H2K2
8w2u,C,Q9H2K2
8w2u,D,Q9H2K2
8w2u,E,Q9H2K2
8w2u,F,Q9H2K2
8w2u,G,Q9H2K2
8w2u,H,Q9H2K2
8w2u,I,Q9H2K2
8w2u,J,Q9H2K2
8w2u,L,Q9H2K2
8w2u,M,Q9H2K2
8w2u,N,Q9H2K2
8w2u,O,Q9H2K2
8w2u,P,Q9H2K2
8w2u,Q,Q9H2K2
8w2u,R,Q9H2K2
8w2u,S,Q9H2K2
8w2u,T,Q9H2K2
8w2u,U,Q9H2K2
8w2v,A,P10747
8w2w,A,P02766
8w2x,A,P21802
8w2x,B,P21802
8w30,A,P06756
8w30,B,P05556
8w31,B,P0CG47
8w31,C,P0CG47
8w38,A,P21802
8w38,B,P21802
8w38,C,P21802
8w38,D,P21802
8w3b,A,P21802
8w3b,B,P21802
8w3b,C,P21802
8w3b,D,P21802
8w3d,A,P21802
8w3d,B,P21802
8w3d,C,P21802
8w3d,D,P21802
8w3v,A,Q9HAD4
8w3v,B,Q9HAD4
8w3w,A,Q9NWZ3
8w3w,B,Q9NWZ3
8w3w,C,Q9NWZ3
8w3w,D,Q9NWZ3
8w3x,A,Q9NWZ3
8w3x,B,Q9NWZ3
8w3x,C,Q9NWZ3
8w3x,D,Q9NWZ3
8w41,A,Q9UM54
8w42,A,P02766
8w42,B,P02766
8w43,A,P02766
8w43,B,P02766
8w44,A,P02766
8w44,B,P02766
8w45,A,P02766
8w45,B,P02766
8w46,A,P02766
8w46,B,P02766
8w47,A,P02766
8w47,B,P02766
8w48,A,P02766
8w48,B,P02766
8w4a,A,Q68CP4
8w4a,B,Q68CP4
8w4j,A,P00367
8w4j,B,P00367
8w4j,C,P00367
8w4j,D,P00367
8w4j,E,P00367
8w4j,F,P00367
8w4j,I,Q53GT1
8w4j,J,Q53GT1
8w4l,A,P0DOX5
8w4l,B,P0DOX5
8w4m,A,P0DOX5
8w4q,A,Q08499
8w4q,B,Q08499
8w4r,A,Q08499
8w4r,B,Q08499
8w4s,A,O76074
8w4t,A,O76074
8w4u,A,O43526
8w4u,B,O43526
8w4u,C,P0DP23
8w4u,D,O43526
8w4u,E,P0DP23
8w4u,F,P0DP23
8w4u,G,O43526
8w4u,H,P0DP23
8w4v,A,P07900
8w50,A,P11388
8w50,B,P11388
8w50,C,P11388
8w50,D,P11388
8w59,A,P98170
8w59,B,P98170
8w5a,A,P98170
8w5a,B,P98170
8w5c,A,P22455
8w5c,B,P22455
8w5s,A,P20073
8w5s,B,P20073
8w5s,C,P20073
8w6a,A,O95166
8w6a,B,O95166
8w6a,C,Q86VP1
8w6a,D,O95166
8w6a,E,Q86VP1
8w6a,F,Q86VP1
8w6a,G,O95166
8w6a,H,Q86VP1
8w6b,A,Q86VP1
8w6b,B,Q86VP1
8w6b,C,Q8TDY2
8w6b,D,Q8TDY2
8w6b,E,Q86VP1
8w6b,F,Q86VP1
8w6b,G,Q8TDY2
8w6b,H,Q8TDY2
8w6c,A,Q13183
8w6c,B,Q13183
8w6d,A,Q13183
8w6d,B,Q13183
8w6g,A,Q13183
8w6g,B,Q13183
8w6h,A,Q9BZW2
8w6h,B,Q9BZW2
8w6n,A,Q9BZW2
8w6n,B,Q9BZW2
8w6o,A,Q9BZW2
8w6o,B,Q9BZW2
8w6t,A,Q9BZW2
8w6t,B,Q9BZW2
8w7c,A,Q16740
8w7c,B,Q16740
8w7c,C,Q16740
8w7c,D,Q16740
8w7c,E,Q16740
8w7c,F,Q16740
8w7c,G,Q16740
8w7e,A,Q16740
8w7e,B,Q16740
8w7e,C,Q16740
8w7e,D,Q16740
8w7e,E,Q16740
8w7e,F,Q16740
8w7e,G,Q16740
8w7e,H,Q16740
8w7e,I,Q16740
8w7e,J,Q16740
8w7e,K,Q16740
8w7e,L,Q16740
8w7e,M,Q16740
8w7e,N,Q16740
8w83,C,P01909
8w83,D,O19712
8w83,G,P01909
8w83,H,O19712
8w83,K,P01909
8w83,L,O19712
8w83,O,P01909
8w83,P,O19712
8w84,C,P01909
8w84,D,O19712
8w85,C,P01909
8w85,D,O19712
8w85,G,P01909
8w85,H,O19712
8w86,C,P01909
8w86,D,O19712
8w86,G,P01909
8w86,H,O19712
8w87,A,P63096
8w87,A,P63092
8w87,B,P62873
8w87,G,P59768
8w87,R,Q96RJ0
8w88,A,P63092
8w88,B,P62873
8w88,G,P59768
8w88,R,Q96RJ0
8w89,A,P04899
8w89,A,P63092
8w89,B,P62873
8w89,G,P59768
8w89,R,Q96RJ0
8w8a,A,P04899
8w8a,A,P63092
8w8a,B,P62873
8w8a,G,P59768
8w8a,R,Q96RJ0
8w8b,A,P63096
8w8b,B,P62873
8w8b,G,P59768
8w8b,R,P08908
8w8e,U,Q9H3P2
8w8e,V,Q8WX92
8w8e,W,Q8IXH7
8w8e,X,P18615
8w8e,Y,P63272
8w8e,Z,O00267
8w8e,a,O60942
8w8f,Y,P63272
8w8f,Z,O00267
8w8f,a,O60942
8w8f,b,Q8N1G2
8w8g,A,P54274
8w8g,B,P54274
8w8g,C,P54274
8w8g,D,P54274
8w8k,A,P07900
8w8k,B,P07900
8w8m,1A,Q99836
8w8m,1B,Q99836
8w8m,1C,Q99836
8w8m,1D,Q99836
8w8m,1E,Q99836
8w8m,1F,Q99836
8w8m,2A,Q99836
8w8m,2B,Q99836
8w8m,2C,Q99836
8w8m,2D,Q99836
8w8m,2E,Q99836
8w8m,2F,Q99836
8w8m,3A,Q99836
8w8m,3B,Q99836
8w8m,3C,Q99836
8w8m,3D,Q99836
8w8m,3E,Q99836
8w8m,3F,Q99836
8w8m,A1,Q99836
8w8m,A2,Q99836
8w8m,A3,Q99836
8w8m,B1,Q99836
8w8m,B2,Q99836
8w8m,B3,Q99836
8w8m,C1,Q99836
8w8m,C2,Q99836
8w8m,C3,Q99836
8w8m,D1,Q99836
8w8m,D2,Q99836
8w8m,D3,Q99836
8w8m,E1,Q99836
8w8m,E2,Q99836
8w8m,E3,Q99836
8w8m,F1,Q99836
8w8m,F2,Q99836
8w8m,F3,Q99836
8w8m,G1,Q99836
8w8m,G2,Q99836
8w8m,G3,Q99836
8w8m,H1,Q99836
8w8m,H2,Q99836
8w8m,H3,Q99836
8w8m,I1,Q99836
8w8m,I2,Q99836
8w8m,I3,Q99836
8w8m,J1,Q99836
8w8m,J2,Q99836
8w8m,J3,Q99836
8w8m,K1,Q99836
8w8m,K2,Q99836
8w8m,K3,Q99836
8w8m,L1,Q99836
8w8m,L2,Q99836
8w8m,L3,Q99836
8w8m,M1,Q99836
8w8m,M2,Q99836
8w8m,M3,Q99836
8w8m,N1,Q99836
8w8m,N2,Q99836
8w8m,N3,Q99836
8w8m,O1,Q99836
8w8m,O2,Q99836
8w8m,O3,Q99836
8w8m,P1,Q99836
8w8m,P2,Q99836
8w8m,P3,Q99836
8w8m,Q1,Q99836
8w8m,Q2,Q99836
8w8m,Q3,Q99836
8w8m,R1,Q99836
8w8m,R2,Q99836
8w8m,R3,Q99836
8w8m,S1,Q99836
8w8m,S2,Q99836
8w8m,S3,Q99836
8w8m,T1,Q99836
8w8m,T2,Q99836
8w8m,T3,Q99836
8w8m,U1,Q99836
8w8m,U2,Q99836
8w8m,U3,Q99836
8w8m,V1,Q99836
8w8m,V2,Q99836
8w8m,V3,Q99836
8w8m,W1,Q99836
8w8m,W2,Q99836
8w8m,W3,Q99836
8w8m,X1,Q99836
8w8m,X2,Q99836
8w8m,X3,Q99836
8w8m,Y1,Q99836
8w8m,Y2,Q99836
8w8m,Y3,Q99836
8w8m,YD,Q99836
8w8m,YE,Q99836
8w8m,YF,Q99836
8w8m,Z1,Q99836
8w8m,Z2,Q99836
8w8m,Z3,Q99836
8w8m,ZD,Q99836
8w8m,ZE,Q99836
8w8m,ZF,Q99836
8w8q,A,P63092
8w8q,B,P62873
8w8q,C,Q96P66
8w8q,G,P59768
8w8r,A,P63096
8w8r,A,P63092
8w8r,B,P62873
8w8r,R,Q96P66
8w8r,Y,P59768
8w8s,R,Q96P66
8w8t,A,Q5QGZ9
8w8t,B,Q5QGZ9
8w8w,A,P63092
8w8w,L,P01189
8w8w,R,P41968
8w8x,A,P63092
8w8x,L,P01189
8w8x,R,P41968
8w8y,A,P63092
8w8y,L,P01189
8w8y,R,P41968
8w90,B,P01730
8w90,D,P01730
8w90,F,P01730
8w92,A,P02794
8w9a,A,P42336
8w9a,B,P27986
8w9b,A,P42336
8w9b,B,P27986
8w9d,a,P68431
8w9d,b,P62805
8w9d,c,P04908
8w9d,d,O60814
8w9d,e,P68431
8w9d,f,P62805
8w9d,g,P04908
8w9d,h,O60814
8w9e,a,P68431
8w9e,b,P62805
8w9e,c,P04908
8w9e,d,O60814
8w9e,e,P68431
8w9e,f,P62805
8w9e,g,P04908
8w9e,h,O60814
8w9f,a,P68431
8w9f,b,P62805
8w9f,c,P04908
8w9f,d,O60814
8w9f,e,P68431
8w9f,f,P62805
8w9f,g,P04908
8w9f,h,O60814
8w9j,C,Q5QGZ9
8w9j,D,Q5QGZ9
8w9w,A,Q96LT4
8w9w,B,Q96LT4
8w9w,C,Q96LT4
8w9w,D,Q96LT4
8w9w,E,Q96LT4
8w9w,F,Q96LT4
8w9y,A,Q96LT4
8w9y,B,Q96LT4
8w9y,C,Q96LT4
8w9y,D,Q96LT4
8w9y,E,Q96LT4
8w9y,F,Q96LT4
8wa3,R,P48546
8wa8,A,P29401
8wa9,A,P29401
8wa9,B,P29401
8waa,A,P29401
8waa,B,P29401
8wak,0,P51948
8wak,1,P32780
8wak,2,Q13888
8wak,3,Q13889
8wak,4,Q92759
8wak,5,Q6ZYL4
8wak,6,P19447
8wak,7,P18074
8wak,A,P21675
8wak,B,Q6P1X5
8wak,D,O00268
8wak,E,Q15542
8wak,F,P49848
8wak,G,Q15545
8wak,H,Q7Z7C8
8wak,I,Q16594
8wak,J,Q12962
8wak,L,Q16514
8wak,O,P52657
8wak,P,P20226
8wak,Q,P52655
8wak,R,Q00403
8wak,S,P35269
8wak,T,P13984
8wak,U,P29083
8wak,V,P29084
8wak,c,Q5VWG9
8wak,d,O00268
8wak,e,Q15542
8wak,f,P49848
8wak,i,Q16594
8wak,j,Q12962
8wak,k,Q15544
8wak,l,Q16514
8wak,m,Q15543
8wal,0,P51948
8wal,1,P32780
8wal,2,Q13888
8wal,3,Q13889
8wal,4,Q92759
8wal,5,Q6ZYL4
8wal,6,P19447
8wal,7,P18074
8wal,A,P21675
8wal,B,Q6P1X5
8wal,D,O00268
8wal,E,Q15542
8wal,F,P49848
8wal,G,Q15545
8wal,H,Q7Z7C8
8wal,I,Q16594
8wal,J,Q12962
8wal,L,Q16514
8wal,O,P52657
8wal,P,P20226
8wal,Q,P52655
8wal,R,Q00403
8wal,S,P35269
8wal,T,P13984
8wal,U,P29083
8wal,V,P29084
8wal,c,Q5VWG9
8wal,d,O00268
8wal,e,Q15542
8wal,f,P49848
8wal,i,Q16594
8wal,j,Q12962
8wal,k,Q15544
8wal,l,Q16514
8wal,m,Q15543
8wan,0,P51948
8wan,1,P32780
8wan,2,Q13888
8wan,3,Q13889
8wan,4,Q92759
8wan,5,Q6ZYL4
8wan,6,P19447
8wan,7,P18074
8wan,A,P21675
8wan,B,Q6P1X5
8wan,D,O00268
8wan,E,Q15542
8wan,F,P49848
8wan,G,Q15545
8wan,H,Q7Z7C8
8wan,I,Q16594
8wan,J,Q12962
8wan,L,Q16514
8wan,O,P52657
8wan,P,P20226
8wan,Q,P52655
8wan,R,Q00403
8wan,S,P35269
8wan,T,P13984
8wan,U,P29083
8wan,V,P29084
8wan,c,Q5VWG9
8wan,d,O00268
8wan,e,Q15542
8wan,f,P49848
8wan,i,Q16594
8wan,j,Q12962
8wan,k,Q15544
8wan,l,Q16514
8wan,m,Q15543
8wao,0,P51948
8wao,1,P32780
8wao,2,Q13888
8wao,3,Q13889
8wao,4,Q92759
8wao,5,Q6ZYL4
8wao,6,P19447
8wao,7,P18074
8wao,A,P21675
8wao,B,Q6P1X5
8wao,D,O00268
8wao,E,Q15542
8wao,F,P49848
8wao,G,Q15545
8wao,H,Q7Z7C8
8wao,I,Q16594
8wao,J,Q12962
